,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
44661,2019-01-07,2019-07-31,"148,07",1959BB,205,1016,4.95609756097561
44662,2019-01-08,2019-08-31,"132,20",1959BB,235,1031,4.3872340425531915
44663,2019-01-09,2019-09-30,"120,84",1959BB,264,92,0.3484848484848485
44664,2019-01-10,2019-10-31,"122,87",1959BB,294,91,0.30952380952380953
44665,2019-01-11,2019-11-30,"117,50",1959BB,323,97,0.30030959752321984
44666,2019-01-12,2019-12-31,"121,16",1959BB,353,98,0.2776203966005666
44667,2020-01-01,2020-01-31,"138,78",1959BB,30,96,3.2
44668,2020-01-02,2020-02-29,"125,62",1959BB,58,81,1.396551724137931
44669,2020-01-03,2020-03-31,"130,22",1959BB,88,83,0.9431818181818182
44670,2020-01-04,2020-04-30,"200,52",1959BB,117,1395,11.923076923076923
44671,2020-01-05,2020-05-31,"294,76",1959BB,147,2070,14.081632653061224
44672,2020-01-06,2020-06-30,"344,96",1959BB,176,2425,13.778409090909092
44673,2020-01-07,2020-07-31,"362,88",1959BB,206,2561,12.432038834951456
44674,2020-01-08,2020-08-31,"368,83",1959BB,236,2610,11.059322033898304
44675,2020-01-09,2020-09-30,"352,40",1959BB,265,2494,9.41132075471698
44676,2020-01-10,2020-10-31,"360,18",1959BB,295,2554,8.657627118644069
44677,2020-01-11,2020-11-30,"337,78",1959BB,324,2445,7.546296296296297
44678,2018-01-01,2018-01-31,"308,03",1958BB,30,2288,76.26666666666667
44679,2018-01-02,2018-02-28,"279,67",1958BB,57,2063,36.19298245614035
44680,2018-01-03,2018-03-31,"306,23",1958BB,87,2274,26.137931034482758
44681,2018-01-04,2018-04-30,"285,34",1958BB,116,2213,19.07758620689655
44682,2018-01-05,2018-05-31,"295,32",1958BB,146,2292,15.698630136986301
44683,2018-01-06,2018-06-30,"286,54",1958BB,175,2222,12.697142857142858
44684,2018-01-07,2018-07-31,"296,45",1958BB,205,2299,11.214634146341464
44685,2018-01-08,2018-08-31,"297,95",1958BB,235,2310,9.829787234042554
44686,2018-01-09,2018-09-30,"287,91",1958BB,264,2218,8.401515151515152
44687,2018-01-10,2018-10-31,"296,00",1958BB,294,2283,7.76530612244898
44688,2018-01-11,2018-11-30,"286,78",1958BB,323,2210,6.842105263157895
44689,2018-01-12,2018-12-31,"296,61",1958BB,353,2288,6.481586402266289
44690,2019-01-01,2019-01-31,"282,94",1958BB,30,2288,76.26666666666667
44691,2019-01-02,2019-02-28,"256,32",1958BB,57,2065,36.228070175438596
44692,2019-01-03,2019-03-31,"282,71",1958BB,87,2285,26.264367816091955
44693,2019-01-04,2019-04-30,"275,31",1958BB,116,2221,19.146551724137932
44694,2019-01-05,2019-05-31,"282,88",1958BB,146,2289,15.678082191780822
44695,2019-01-06,2019-06-30,"278,11",1958BB,175,2245,12.82857142857143
44696,2019-01-07,2019-07-31,"285,22",1958BB,205,2305,11.24390243902439
44697,2019-01-08,2019-08-31,"285,64",1958BB,235,2308,9.821276595744681
44698,2019-01-09,2019-09-30,"274,46",1958BB,264,2216,8.393939393939394
44699,2019-01-10,2019-10-31,"283,23",1958BB,294,2291,7.792517006802721
44700,2019-01-11,2019-11-30,"273,61",1958BB,323,2210,6.842105263157895
44701,2019-01-12,2019-12-31,"282,73",1958BB,353,2287,6.478753541076487
44702,2020-01-01,2020-01-31,"324,29",1958BB,30,2278,75.93333333333334
44703,2020-01-02,2020-02-29,"303,76",1958BB,58,2130,36.724137931034484
44704,2020-01-03,2020-03-31,"325,33",1958BB,88,2284,25.954545454545453
44705,2020-01-04,2020-04-30,"315,74",1958BB,117,2223,19.0
44706,2020-01-05,2020-05-31,"324,99",1958BB,147,2290,15.578231292517007
44707,2020-01-06,2020-06-30,"316,38",1958BB,176,2227,12.653409090909092
44708,2020-01-07,2020-07-31,"326,37",1958BB,206,2299,11.160194174757281
44709,2020-01-08,2020-08-31,"324,32",1958BB,236,2282,9.669491525423728
44710,2020-01-09,2020-09-30,"315,21",1958BB,265,2218,8.369811320754717
44711,2020-01-10,2020-10-31,"326,57",1958BB,295,2302,7.803389830508475
44712,2020-01-11,2020-11-30,"305,68",1958BB,324,2213,6.830246913580247
44713,2018-01-01,2018-12-31,"2 504,80",1957BB,364,0,0.0
44714,2019-01-01,2019-12-31,"2 546,07",1957BB,364,0,0.0
44715,2018-01-01,2018-12-31,"4 360,86",1956BB,364,0,0.0
44716,2019-01-01,2019-12-31,"4 178,62",1956BB,364,0,0.0
44717,2018-01-01,2018-01-31,"380,97",1954BB,30,2869,95.63333333333334
44718,2018-01-02,2018-02-28,"349,69",1954BB,57,2623,46.01754385964912
44719,2018-01-03,2018-03-31,"382,33",1954BB,87,2881,33.11494252873563
44720,2018-01-04,2018-04-30,"371,28",1954BB,116,2879,24.81896551724138
44721,2018-01-05,2018-05-31,"392,35",1954BB,146,3042,20.835616438356166
44722,2018-01-06,2018-06-30,"385,38",1954BB,175,2989,17.08
44723,2018-01-07,2018-07-31,"402,92",1954BB,205,3124,15.239024390243902
44724,2018-01-08,2018-08-31,"398,87",1954BB,235,3152,13.412765957446808
44725,2018-01-09,2018-09-30,"382,65",1954BB,264,2947,11.162878787878787
44726,2018-01-10,2018-10-31,"380,17",1954BB,294,2932,9.97278911564626
44727,2018-01-11,2018-11-30,"361,91",1954BB,323,2794,8.65015479876161
44728,2018-01-12,2018-12-31,"373,03",1954BB,353,2885,8.172804532577903
44729,2019-01-01,2019-01-31,"358,50",1954BB,30,2910,97.0
44730,2019-01-02,2019-02-28,"320,48",1954BB,57,2592,45.473684210526315
44731,2019-01-03,2019-03-31,"352,95",1954BB,87,2860,32.87356321839081
44732,2019-01-04,2019-04-30,"348,96",1954BB,116,2821,24.31896551724138
44733,2019-01-05,2019-05-31,"360,89",1954BB,146,2924,20.027397260273972
44734,2019-01-06,2019-06-28,"378,34",1954BB,173,3063,17.705202312138727
44735,2019-06-29,2019-07-31,"316,15",1954BB,32,2552,79.75
44736,2019-01-08,2019-08-31,"331,72",1954BB,235,2674,11.37872340425532
44737,2019-01-09,2019-09-30,"311,73",1954BB,264,2519,9.541666666666666
44738,2019-01-10,2019-10-31,"320,29",1954BB,294,2593,8.819727891156463
44739,2019-01-11,2019-11-30,"308,59",1954BB,323,2495,7.724458204334366
44740,2019-01-12,2019-12-31,"316,29",1954BB,353,2562,7.257790368271955
44741,2020-01-01,2020-01-31,"364,29",1954BB,30,2553,85.1
44742,2020-01-02,2020-02-29,"339,90",1954BB,58,2384,41.10344827586207
44743,2020-01-03,2020-03-31,"368,31",1954BB,88,2572,29.227272727272727
44744,2020-01-04,2020-04-30,"353,11",1954BB,117,2467,21.085470085470085
44745,2020-01-05,2020-05-31,"363,53",1954BB,147,2543,17.299319727891156
44746,2020-01-06,2020-06-30,"363,01",1954BB,176,2547,14.471590909090908
44747,2020-01-07,2020-07-31,"372,60",1954BB,206,2617,12.70388349514563
44748,2020-01-08,2020-08-31,"377,19",1954BB,236,2655,11.25
44749,2020-01-09,2020-09-30,"359,79",1954BB,265,2527,9.535849056603773
44750,2020-01-10,2020-10-31,"371,34",1954BB,295,2610,8.847457627118644
44751,2020-01-11,2020-11-30,"348,52",1954BB,324,2517,7.768518518518518
44752,2018-01-01,2018-01-31,"304,49",1953BB,30,2254,75.13333333333334
44753,2018-01-02,2018-02-28,"273,05",1953BB,57,2003,35.14035087719298
44754,2018-01-03,2018-03-31,"307,03",1953BB,87,2269,26.080459770114942
44755,2018-01-04,2018-04-30,"317,63",1953BB,116,2449,21.112068965517242
44756,2018-01-05,2018-05-31,"337,75",1953BB,146,2612,17.89041095890411
44757,2018-01-06,2018-06-30,"332,97",1953BB,175,2584,14.765714285714285
44758,2018-01-07,2018-07-31,"350,56",1953BB,205,2721,13.273170731707317
44759,2018-01-08,2018-08-31,"348,63",1953BB,235,2711,11.536170212765958
44760,2018-01-09,2018-09-30,"327,45",1953BB,264,2514,9.522727272727273
44761,2018-01-10,2018-10-31,"322,23",1953BB,294,2472,8.408163265306122
44762,2018-01-11,2018-11-30,"298,00",1953BB,323,2286,7.077399380804954
44763,2018-01-12,2018-12-31,"292,96",1953BB,353,2252,6.379603399433428
44764,2019-01-01,2019-01-31,"274,42",1953BB,30,2210,73.66666666666667
44765,2019-01-02,2019-02-28,"257,53",1953BB,57,2065,36.228070175438596
44766,2019-01-03,2019-03-31,"293,51",1953BB,87,2361,27.137931034482758
44767,2019-01-04,2019-04-30,"297,57",1953BB,116,2391,20.612068965517242
44768,2019-01-05,2019-05-31,"310,75",1953BB,146,2508,17.17808219178082
44769,2019-01-06,2019-06-30,"323,66",1953BB,175,2625,15.0
44770,2019-01-07,2019-07-31,"334,67",1953BB,205,2712,13.229268292682926
44771,2019-01-08,2019-08-31,"335,64",1953BB,235,2725,11.595744680851064
44772,2019-01-09,2019-09-30,"306,97",1953BB,264,2471,9.359848484848484
44773,2019-01-10,2019-10-31,"300,05",1953BB,294,2427,8.255102040816327
44774,2019-01-11,2019-11-30,"294,75",1953BB,323,2384,7.3808049535603715
44775,2019-01-12,2019-12-31,"319,31",1953BB,353,2592,7.342776203966006
44776,2020-01-01,2020-01-31,"366,14",1953BB,30,2581,86.03333333333333
44777,2020-01-02,2020-02-29,"340,70",1953BB,58,2397,41.327586206896555
44778,2020-01-03,2020-03-31,"372,24",1953BB,88,2607,29.625
44779,2020-01-04,2020-04-30,"361,53",1953BB,117,2533,21.64957264957265
44780,2020-01-05,2020-05-31,"372,20",1953BB,147,2611,17.761904761904763
44781,2020-01-06,2020-06-30,"367,59",1953BB,176,2587,14.698863636363637
44782,2020-01-07,2020-07-31,"377,64",1953BB,206,2659,12.907766990291263
44783,2020-01-08,2020-08-31,"381,85",1953BB,236,2695,11.419491525423728
44784,2020-01-09,2020-09-30,"365,35",1953BB,265,2573,9.709433962264152
44785,2020-01-10,2020-10-31,"377,42",1953BB,295,2661,9.020338983050847
44786,2020-01-11,2020-11-30,"357,17",1953BB,324,2579,7.959876543209877
44787,2018-01-01,2018-01-31,"295,02",1951BB,30,2285,76.16666666666667
44788,2018-01-02,2018-02-28,"267,40",1951BB,57,2065,36.228070175438596
44789,2018-01-03,2018-03-31,"295,44",1951BB,87,2285,26.264367816091955
44790,2018-01-04,2018-04-30,"287,86",1951BB,116,2225,19.18103448275862
44791,2018-01-05,2018-05-31,"297,08",1951BB,146,2297,15.732876712328768
44792,2018-01-06,2018-06-30,"288,90",1951BB,175,2232,12.754285714285714
44793,2018-01-07,2018-07-31,"299,12",1951BB,205,2311,11.273170731707317
44794,2018-01-08,2018-08-31,"301,74",1951BB,235,2330,9.914893617021276
44795,2018-01-09,2018-09-30,"288,63",1951BB,264,2216,8.393939393939394
44796,2018-01-10,2018-10-31,"296,95",1951BB,294,2283,7.76530612244898
44797,2018-01-11,2018-11-30,"274,44",1951BB,323,2107,6.523219814241486
44798,2018-01-12,2018-12-31,"285,01",1951BB,353,2189,6.201133144475921
44799,2019-01-01,2019-01-31,"287,21",1951BB,30,2316,77.2
44800,2019-01-02,2019-02-28,"266,98",1951BB,57,2147,37.666666666666664
44801,2019-01-03,2019-03-31,"294,36",1951BB,87,2373,27.275862068965516
44802,2019-01-04,2019-04-30,"282,91",1951BB,116,2280,19.655172413793103
44803,2019-01-05,2019-05-31,"292,52",1951BB,146,2360,16.164383561643834
44804,2019-01-06,2019-06-30,"290,90",1951BB,175,2341,13.377142857142857
44805,2019-01-07,2019-07-31,"295,80",1951BB,205,2385,11.634146341463415
44806,2019-01-08,2019-08-31,"295,78",1951BB,235,2383,10.140425531914893
44807,2019-01-09,2019-09-30,"282,32",1951BB,264,2274,8.613636363636363
44808,2019-01-10,2019-10-31,"290,22",1951BB,294,2341,7.962585034013605
44809,2019-01-11,2019-11-30,"280,25",1951BB,323,2257,6.987616099071207
44810,2019-01-12,2019-12-31,"288,07",1951BB,353,2323,6.580736543909349
44811,2020-01-01,2020-01-31,"345,27",1951BB,30,2327,77.56666666666666
44812,2020-01-02,2020-02-29,"324,58",1951BB,58,2183,37.63793103448276
44813,2020-01-03,2020-03-31,"351,66",1951BB,88,2361,26.829545454545453
44814,2020-01-04,2020-04-30,"355,36",1951BB,117,2390,20.427350427350426
44815,2020-01-05,2020-05-31,"366,78",1951BB,147,2470,16.802721088435373
44816,2020-01-06,2020-06-30,"358,11",1951BB,176,2411,13.698863636363637
44817,2020-01-07,2020-07-31,"377,23",1951BB,206,2552,12.388349514563107
44818,2020-01-08,2020-08-31,"383,38",1951BB,236,2602,11.025423728813559
44819,2020-01-09,2020-09-30,"366,20",1951BB,265,2484,9.373584905660378
44820,2020-01-10,2020-10-31,"374,75",1951BB,295,2544,8.623728813559323
44821,2020-01-11,2020-11-30,"336,84",1951BB,324,2437,7.521604938271605
44822,2018-01-01,2018-01-31,"135,85",1947BB,30,80,2.6666666666666665
44823,2018-01-02,2018-02-28,"125,80",1947BB,57,70,1.2280701754385965
44824,2018-01-03,2018-03-31,"135,78",1947BB,87,89,1.0229885057471264
44825,2018-01-04,2018-04-30,"109,59",1947BB,116,81,0.6982758620689655
44826,2018-01-05,2018-05-31,"114,31",1947BB,146,88,0.6027397260273972
44827,2018-01-06,2018-06-30,"111,68",1947BB,175,86,0.49142857142857144
44828,2018-01-07,2018-07-31,"116,02",1947BB,205,80,0.3902439024390244
44829,2018-01-08,2018-08-31,"117,75",1947BB,235,83,0.35319148936170214
44830,2018-01-09,2018-09-30,"111,26",1947BB,264,88,0.3333333333333333
44831,2018-01-10,2018-10-31,"113,16",1947BB,294,85,0.2891156462585034
44832,2018-01-11,2018-11-30,"108,47",1947BB,323,78,0.24148606811145512
44833,2018-01-12,2018-12-31,"111,42",1947BB,353,82,0.23229461756373937
44834,2019-01-01,2019-01-31,"106,78",1947BB,30,89,2.966666666666667
44835,2019-01-02,2019-02-28,"97,52",1947BB,57,71,1.2456140350877194
44836,2019-01-03,2019-03-31,"107,07",1947BB,87,81,0.9310344827586207
44837,2019-01-04,2019-04-30,"104,91",1947BB,116,82,0.7068965517241379
44838,2019-01-05,2019-05-31,"108,50",1947BB,146,83,0.5684931506849316
44839,2019-01-06,2019-06-30,"111,13",1947BB,175,82,0.4685714285714286
44840,2019-01-07,2019-07-31,"112,13",1947BB,205,80,0.3902439024390244
44841,2019-01-08,2019-08-31,"113,07",1947BB,235,88,0.37446808510638296
44842,2019-01-09,2019-09-30,"119,26",1947BB,264,93,0.3522727272727273
44843,2019-01-10,2019-10-31,"226,72",1947BB,294,1821,6.1938775510204085
44844,2019-01-11,2019-11-30,"249,74",1947BB,323,2013,6.232198142414861
44845,2019-01-12,2019-12-31,"271,95",1947BB,353,2203,6.240793201133145
44846,2020-01-01,2020-01-31,"353,16",1947BB,30,2286,76.2
44847,2020-01-02,2020-02-29,"312,33",1947BB,58,2004,34.55172413793103
44848,2020-01-03,2020-03-31,"328,66",1947BB,88,2109,23.96590909090909
44849,2020-01-04,2020-04-30,"316,35",1947BB,117,2029,17.34188034188034
44850,2020-01-05,2020-05-31,"325,66",1947BB,147,2091,14.224489795918368
44851,2020-01-06,2020-06-30,"327,47",1947BB,176,2103,11.948863636363637
44852,2020-01-07,2020-07-31,"339,21",1947BB,206,2181,10.587378640776699
44853,2020-01-08,2020-08-31,"342,88",1947BB,236,2207,9.351694915254237
44854,2020-01-09,2020-09-30,"323,51",1947BB,265,2079,7.845283018867924
44855,2020-01-10,2020-10-31,"330,77",1947BB,295,2130,7.220338983050848
44856,2020-01-11,2020-11-30,"288,02",1947BB,324,2088,6.444444444444445
44857,2018-01-01,2018-12-31,"1 806,40",1945BB,364,0,0.0
44858,2019-01-01,2019-01-31,"138,29",1945BB,30,91,3.033333333333333
44859,2019-01-02,2019-02-28,"116,42",1945BB,57,82,1.4385964912280702
44860,2019-01-03,2019-03-31,"140,34",1945BB,87,1067,12.264367816091953
44861,2019-01-04,2019-04-30,"136,55",1945BB,116,1037,8.939655172413794
44862,2019-01-05,2019-05-31,"86,18",1945BB,146,63,0.4315068493150685
44863,2019-01-06,2019-06-30,"79,82",1945BB,175,54,0.30857142857142855
44864,2019-01-07,2019-07-31,"80,33",1945BB,205,50,0.24390243902439024
44865,2019-01-08,2019-08-31,"82,54",1945BB,235,56,0.23829787234042554
44866,2019-01-09,2019-09-30,"76,04",1945BB,264,56,0.21212121212121213
44867,2019-01-10,2019-10-31,"77,27",1945BB,294,57,0.19387755102040816
44868,2019-01-11,2019-11-30,"77,06",1945BB,323,56,0.17337461300309598
44869,2019-01-12,2019-12-31,"79,07",1945BB,353,53,0.1501416430594901
44870,2020-01-01,2020-01-31,"90,62",1945BB,30,57,1.9
44871,2020-01-02,2020-02-29,"85,58",1945BB,58,51,0.8793103448275862
44872,2020-01-03,2020-03-31,"124,96",1945BB,88,84,0.9545454545454546
44873,2020-01-04,2020-04-30,"224,11",1945BB,117,1538,13.145299145299145
44874,2020-01-05,2020-05-31,"298,24",1945BB,147,2066,14.054421768707483
44875,2020-01-06,2020-06-30,"348,95",1945BB,176,2425,13.778409090909092
44876,2020-01-07,2020-07-31,"368,48",1945BB,206,2571,12.480582524271844
44877,2020-01-08,2020-08-31,"377,34",1945BB,236,2639,11.182203389830509
44878,2020-01-09,2020-09-30,"358,00",1945BB,265,2504,9.449056603773585
44879,2020-01-10,2020-10-31,"364,35",1945BB,295,2556,8.664406779661016
44880,2020-01-11,2020-11-30,"334,34",1945BB,324,2421,7.472222222222222
44881,2018-01-01,2018-12-31,"1 675,67",1948BB,364,0,0.0
44882,2019-01-01,2019-01-31,"133,20",1948BB,30,89,2.966666666666667
44883,2019-01-02,2019-02-28,"116,80",1948BB,57,88,1.543859649122807
44884,2019-01-03,2019-03-31,"128,35",1948BB,87,94,1.0804597701149425
44885,2019-01-04,2019-04-30,"130,47",1948BB,116,98,0.8448275862068966
44886,2019-01-05,2019-05-31,"132,22",1948BB,146,1007,6.897260273972603
44887,2019-01-06,2019-06-30,"137,81",1948BB,175,1043,5.96
44888,2019-01-07,2019-07-31,"138,46",1948BB,205,1040,5.073170731707317
44889,2019-01-08,2019-08-31,"139,18",1948BB,235,1055,4.48936170212766
44890,2019-01-09,2019-09-30,"127,23",1948BB,264,90,0.3409090909090909
44891,2019-01-10,2019-10-31,"128,55",1948BB,294,94,0.3197278911564626
44892,2019-01-11,2019-11-30,"122,26",1948BB,323,94,0.29102167182662536
44893,2019-01-12,2019-12-31,"125,70",1948BB,353,93,0.26345609065155806
44894,2020-01-01,2020-01-31,"143,92",1948BB,30,94,3.1333333333333333
44895,2020-01-02,2020-02-29,"135,13",1948BB,58,80,1.3793103448275863
44896,2020-01-03,2020-03-31,"144,38",1948BB,88,96,1.0909090909090908
44897,2020-01-04,2020-04-30,"142,26",1948BB,117,91,0.7777777777777778
44898,2020-01-05,2020-05-31,"146,99",1948BB,147,96,0.6530612244897959
44899,2020-01-06,2020-06-30,"147,97",1948BB,176,90,0.5113636363636364
44900,2020-01-07,2020-07-31,"154,76",1948BB,206,1027,4.985436893203883
44901,2020-01-08,2020-08-31,"158,69",1948BB,236,1054,4.466101694915254
44902,2020-01-09,2020-09-30,"133,47",1948BB,265,89,0.33584905660377357
44903,2020-01-10,2020-10-31,"141,87",1948BB,295,92,0.31186440677966104
44904,2020-01-11,2020-11-30,"196,10",1948BB,324,1424,4.395061728395062
44905,2018-01-01,2018-12-31,"2 284,61",1259BR,364,0,0.0
44906,2019-01-01,2019-01-22,"149,91",1259BR,21,1280,60.95238095238095
44907,2019-01-23,2019-12-31,"2 309,56",1259BR,342,0,0.0
44908,2018-01-01,2018-12-31,"2 210,31",1263BR,364,0,0.0
44909,2019-01-01,2019-06-17,"962,73",1263BR,167,7960,47.66467065868263
44910,2019-06-18,2019-12-31,"1 177,75",1263BR,196,9835,50.17857142857143
44911,2018-01-01,2018-12-31,"2 663,22",1267BR,364,0,0.0
44912,2019-01-01,2019-08-20,"1 770,89",1267BR,231,0,0.0
44913,2019-08-21,2019-12-31,"1 038,10",1267BR,132,9008,68.24242424242425
44914,2018-01-01,2018-12-31,"1 960,87",1260BR,364,0,0.0
44915,2019-01-01,2019-02-09,"1 989,22",1260BR,39,0,0.0
44916,2019-03-09,2019-12-31,"923,06",1260BR,297,7994,26.915824915824917
44917,2018-01-01,2018-01-31,"110,80",1037KO,30,87,2.9
44918,2018-01-02,2018-02-28,"103,00",1037KO,57,75,1.3157894736842106
44919,2018-01-03,2018-03-31,"111,00",1037KO,87,80,0.9195402298850575
44920,2018-01-04,2018-04-30,"110,55",1037KO,116,85,0.7327586206896551
44921,2018-01-05,2018-05-31,"136,38",1037KO,146,85,0.5821917808219178
44922,2018-01-06,2018-06-30,"112,63",1037KO,175,87,0.49714285714285716
44923,2018-01-07,2018-07-31,"116,79",1037KO,205,90,0.43902439024390244
44924,2018-01-08,2018-08-31,"118,52",1037KO,235,98,0.41702127659574467
44925,2018-01-09,2018-09-30,"112,33",1037KO,264,86,0.32575757575757575
44926,2018-01-10,2018-10-31,"113,53",1037KO,294,88,0.29931972789115646
44927,2018-01-11,2018-11-30,"168,44",1037KO,323,1451,4.492260061919505
44928,2018-01-12,2018-12-31,"197,65",1037KO,353,1756,4.974504249291785
44929,2019-01-01,2019-01-31,"220,33",1037KO,30,1761,58.7
44930,2019-01-02,2019-02-28,"202,28",1037KO,57,1594,27.964912280701753
44931,2019-01-03,2019-03-31,"223,55",1037KO,87,1763,20.264367816091955
44932,2019-01-04,2019-04-30,"215,66",1037KO,116,1718,14.810344827586206
44933,2019-01-05,2019-05-31,"221,45",1037KO,146,1772,12.136986301369863
44934,2019-01-06,2019-06-30,"222,41",1037KO,175,1780,10.17142857142857
44935,2019-01-07,2019-07-31,"228,08",1037KO,205,1833,8.941463414634146
44936,2019-01-08,2019-08-31,"227,97",1037KO,235,1832,7.7957446808510635
44937,2019-01-09,2019-09-30,"218,59",1037KO,264,1745,6.609848484848484
44938,2019-01-10,2019-10-31,"223,36",1037KO,294,1789,6.085034013605442
44939,2019-01-11,2019-11-30,"216,39",1037KO,323,1725,5.340557275541796
44940,2019-01-12,2019-12-31,"223,08",1037KO,353,1787,5.062322946175637
44941,2020-01-01,2020-01-31,"217,49",1037KO,30,1787,59.56666666666667
44942,2020-01-02,2020-02-29,"205,47",1037KO,58,1671,28.810344827586206
44943,2020-01-03,2020-03-31,"219,06",1037KO,88,1802,20.477272727272727
44944,2020-01-04,2020-04-30,"213,97",1037KO,117,1753,14.982905982905983
44945,2020-01-05,2020-05-31,"219,77",1037KO,147,1809,12.306122448979592
44946,2020-01-06,2020-06-30,"215,27",1037KO,176,1765,10.028409090909092
44947,2020-01-07,2020-07-31,"222,15",1037KO,206,1831,8.888349514563107
44948,2020-01-08,2020-08-31,"223,50",1037KO,236,1844,7.813559322033898
44949,2020-01-09,2020-09-30,"172,88",1037KO,265,1358,5.124528301886793
44950,2020-01-10,2020-10-31,"173,53",1037KO,295,1364,4.623728813559322
44951,2020-01-11,2020-11-30,"137,37",1037KO,324,1319,4.070987654320987
44952,2018-01-01,2018-01-31,"145,88",1038KO,30,1151,38.36666666666667
44953,2018-01-02,2018-02-28,"132,50",1038KO,57,1040,18.24561403508772
44954,2018-01-03,2018-03-31,"152,06",1038KO,87,1153,13.25287356321839
44955,2018-01-04,2018-04-30,"143,47",1038KO,116,1131,9.75
44956,2018-01-05,2018-05-31,"155,85",1038KO,146,1186,8.123287671232877
